url,fullname,name,surname,country,noc_code,discipline
https://en.asiangames2018.id/athletes/athlete/CHODEN-Kinzang-3021625/,CHODEN Kinzang,KINZANG,CHODEN,Bhutan,BHU,Taekwondo
https://en.asiangames2018.id/athletes/athlete/DEMA-Sonam-3022286/,DEMA Sonam,SONAM,DEMA,Bhutan,BHU,Archery
https://en.asiangames2018.id/athletes/athlete/DORJI-Lam-3017492/,DORJI Lam,LAM,DORJI,Bhutan,BHU,Archery
https://en.asiangames2018.id/athletes/athlete/DORJI-Nima-3021091/,DORJI Nima,NIMA,DORJI,Bhutan,BHU,Boxing
https://en.asiangames2018.id/athletes/athlete/DORJI-Tandin-3014383/,DORJI Tandin,TANDIN,DORJI,Bhutan,BHU,Archery
https://en.asiangames2018.id/athletes/athlete/DORJI-Tenzin-3021475/,DORJI Tenzin,TENZIN,DORJI,Bhutan,BHU,Taekwondo
https://en.asiangames2018.id/athletes/athlete/DORJI-Ugen-3022306/,DORJI Ugen,UGEN,DORJI,Bhutan,BHU,Golf
https://en.asiangames2018.id/athletes/athlete/DORJI-Yeshi-3021561/,DORJI Yeshi,YESHI,DORJI,Bhutan,BHU,Taekwondo
https://en.asiangames2018.id/athletes/athlete/DRUGYEL-Tenzin-3021793/,DRUGYEL Tenzin,TENZIN,DRUGYEL,Bhutan,BHU,Boxing
https://en.asiangames2018.id/athletes/athlete/KARMA-Karma-3022234/,KARMA Karma,KARMA,KARMA,Bhutan,BHU,Archery
https://en.asiangames2018.id/athletes/athlete/LHAMO-Tandin-3021801/,LHAMO Tandin,TANDIN,LHAMO,Bhutan,BHU,Boxing
https://en.asiangames2018.id/athletes/athlete/LHENDUP-Tenzin-3021620/,LHENDUP Tenzin,TENZIN,LHENDUP,Bhutan,BHU,Taekwondo
https://en.asiangames2018.id/athletes/athlete/PELJOR-Tashi-3017813/,PELJOR Tashi,TASHI,PELJOR,Bhutan,BHU,Archery
https://en.asiangames2018.id/athletes/athlete/SAMDRUP-Tshering-3021799/,SAMDRUP Tshering,TSHERING,SAMDRUP,Bhutan,BHU,Boxing
https://en.asiangames2018.id/athletes/athlete/TSHERING-Kinley-3021827/,TSHERING Kinley,KINLEY,TSHERING,Bhutan,BHU,Archery
https://en.asiangames2018.id/athletes/athlete/TSHERING-Lham-3021632/,TSHERING Lham,LHAM,TSHERING,Bhutan,BHU,Taekwondo
https://en.asiangames2018.id/athletes/athlete/WANGCHUK-Jigme-3021503/,WANGCHUK Jigme,JIGME,WANGCHUK,Bhutan,BHU,Taekwondo
https://en.asiangames2018.id/athletes/athlete/WANGCHUK-Sonam-3021606/,WANGCHUK Sonam,SONAM,WANGCHUK,Bhutan,BHU,Taekwondo
https://en.asiangames2018.id/athletes/athlete/WANGDI-Dorji-2100132/,WANGDI Dorji,DORJI,WANGDI,Bhutan,BHU,Boxing
https://en.asiangames2018.id/athletes/athlete/WANGDI-Nima-3022287/,WANGDI Nima,NIMA,WANGDI,Bhutan,BHU,Archery
https://en.asiangames2018.id/athletes/athlete/WANGDI-Phuntsho-3022223/,WANGDI Phuntsho,PHUNTSHO,WANGDI,Bhutan,BHU,Archery
https://en.asiangames2018.id/athletes/athlete/WANGDI-Sangay-3021811/,WANGDI Sangay,SANGAY,WANGDI,Bhutan,BHU,Boxing
https://en.asiangames2018.id/athletes/athlete/WANGDI-Tashi-3014972/,WANGDI Tashi,TASHI,WANGDI,Bhutan,BHU,Boxing
https://en.asiangames2018.id/athletes/athlete/YANGTSHO-Sonam-3021629/,YANGTSHO Sonam,SONAM,YANGTSHO,Bhutan,BHU,Taekwondo
