url,fullname,name,surname,country,noc_code,discipline
https://en.asiangames2018.id/athletes/athlete/ABDULLA-Husain-9953626/,ABDULLA Husain,Husain,Abdulla,United Arab Emirates,UAE,Football
https://en.asiangames2018.id/athletes/athlete/ABDULLA-SAAD-Saeed-Ibrahim-3028190/,ABDULLA SAAD Saeed Ibrahim,Saeed Ibrahim,Abdulla Saad,United Arab Emirates,UAE,Rugby Sevens
https://en.asiangames2018.id/athletes/athlete/AHMAD-Mohammad-3030501/,AHMAD Mohammad,MOHAMMAD,AHMAD,United Arab Emirates,UAE,Shooting
https://en.asiangames2018.id/athletes/athlete/AHMAD-Saif-3001832/,AHMAD Saif,SAIF,AHMAD,United Arab Emirates,UAE,Fencing
https://en.asiangames2018.id/athletes/athlete/ALABDULLA-Mohammed-3022823/,ALABDULLA Mohammed,Mohammed,Alabdulla,United Arab Emirates,UAE,Football
https://en.asiangames2018.id/athletes/athlete/ALAHMED-Alya-3024654/,ALAHMED Alya,ALYA,ALAHMED,United Arab Emirates,UAE,Archery
https://en.asiangames2018.id/athletes/athlete/ALAJMI-Hawraa-3000985/,ALAJMI Hawraa,HAWRAA,ALAJMI,United Arab Emirates,UAE,Karate
https://en.asiangames2018.id/athletes/athlete/ALAKBERI-Mohamed-3022818/,ALAKBERI Mohamed,Mohamed,Alakberi,United Arab Emirates,UAE,Football
https://en.asiangames2018.id/athletes/athlete/ALALAWI-Abdalla-Ghanim-3029623/,ALALAWI Abdalla Ghanim,Abdalla Ghanim,Alalawi,United Arab Emirates,UAE,Football
https://en.asiangames2018.id/athletes/athlete/ALALI-Esmail-3022815/,ALALI Esmail,Esmail,Alali,United Arab Emirates,UAE,Football
https://en.asiangames2018.id/athletes/athlete/ALALI-Hamza-3024310/,ALALI Hamza,Hamza,Alali,United Arab Emirates,UAE,Sailing
https://en.asiangames2018.id/athletes/athlete/ALALI-Mohsen-3023820/,ALALI Mohsen,Mohsen,Alali,United Arab Emirates,UAE,Triathlon
https://en.asiangames2018.id/athletes/athlete/ALALI-Wafa-3001137/,ALALI Wafa,WAFA,ALALI,United Arab Emirates,UAE,Shooting
